Business Name,City,State,ZIP,ZIP 4,Key Executive,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,NAICS,NAICS Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Business Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,Franchise Type
Doctors Foster and Smith,Rhinelander,WI,54501,8425,,,500,,"$79,347,600 ",Oneida,"Up to 24,999",,45.627246,-89.444464,Pet Food & Supply Stores,,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",www.drsfostersmith.com,No,1983,100,79347600,79347600,0,0,0,500,500,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
Nasco-Catalog,Fort Atkinson,WI,53538,2497,President,Male,460,,"$75,747,096 ",Jefferson,"Up to 24,999","Watertown-Fort Atkinson, WI",42.916712,-88.8461153,Manufacturing Industries,,,Yes,3999001,Manufacturing Industries,339999,All Other Miscellaneous Manufacturing,No,500 or more,Private,Yes,"50,000 or more",www.enasco.com,No,1941,100,75747096,75747096,0,0,0,460,460,500,0,-8,"$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
Hy-Vee,Kansas City,MO,64133,6509,Executive Officer,Male,400,"85,000","$71,265,920 ",Jackson,"250,000 to 499,999","Kansas City, MO-KS",38.993499,-94.46971,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.hy-vee.com,No,2011,97,71265920,71265920,5344944,0,1233.33,400,400,30,0,1233.33,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",Chain Location
Hy-Vee,Springfield,IL,62704,4501,,,400,"85,000","$69,936,560 ",Sangamon,"100,000 to 249,999","Springfield, IL",39.776656,-89.669973,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.hy-vee.com,No,2014,94,69936560,69936560,69936560,0,0,400,400,400,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",Chain Location
Kent Nutrition Group Inc,Muscatine,IA,52761,5809,Owner,Male,196,443,"$69,098,963 ",Muscatine,"Up to 24,999","Muscatine, IA",41.43261943,-91.0909338,Pet Food & Supply Stores,Subsidiary,,Yes,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",www.kentfeeds.com,No,1927,100,69098963,30572002,73964520,126.02,-6.58,196,196,196,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
Simmons Pet Food,Emporia,KS,66801,6814,Executive Officer,Male,440,"1,753","$67,509,816 ",Lyon,"Up to 24,999","Emporia, KS",38.3913987,-96.1641931,Pet Food & Supply Stores,Branch,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",,No,,100,67509816,69324596,69324596,-2.62,-2.62,440,440,440,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
Jack's Aquarium & Pets,Dayton,OH,45434,7217,Owner,Female,400,,"$66,681,400 ",Greene,"100,000 to 249,999","Dayton-Kettering, OH",39.7100985,-84.017224,Business Management,,,No,8741001,Business Management,561110,Office Administrative Services,No,500 or more,Private,No,"50,000 or more",www.jackspets.com,Yes,1950,100,66681400,66681400,66681400,0,0,400,400,400,0,0,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
PetSmart,Lockport,NY,14094,,,,350,"53,000","$60,796,890 ",Niagara,"Up to 24,999","Buffalo-Cheektowaga, NY",43.14781231,-78.69707796,Pet Food & Supply Stores,Branch,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",www.petsmart.com,No,,97,60796890,60796890,60796890,0,0,350,350,350,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Ryan's Pet Supplies,Phoenix,AZ,85006,3052,Owner,Male,330,,"$60,508,404 ",Maricopa,"500,000 or more","Phoenix-Mesa-Chandler, AZ",33.46563287,-112.043241,Pet Food & Supply Stores,,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",www.ryanspet.com,No,,100,60508404,32531400,32531400,86,86,330,330,330,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Hollywood,FL,33027,1206,Manager,Male,300,"190,000","$60,130,620 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.009569,-80.355621,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Hollywood,FL,33027,1720,Manager,Male,300,"190,000","$60,130,620 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.00546942,-80.31210468,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Hollywood,FL,33027,4134,Manager,Male,300,"190,000","$60,130,620 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,25.97888713,-80.33762864,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Lauderdale,FL,33311,2522,Manager,Male,300,"190,000","$60,130,620 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.165737,-80.147591,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Lauderdale,FL,33306,1036,Manager,Male,300,"190,000","$60,130,620 ",Broward,"100,000 to 249,999",Miami-Fort Lauderdale-Pompano ,26.16939344,-80.11819445,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,97,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Hallandale,FL,33009,4617,Executive Officer,Male,300,"190,000","$60,130,620 ",Broward,"25,000 to 49,999",Miami-Fort Lauderdale-Pompano ,25.98487,-80.133279,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Miami,FL,33176,7926,Office Manager,Male,300,"190,000","$60,130,620 ",Miami-Dade,"250,000 to 499,999",Miami-Fort Lauderdale-Pompano ,25.634123,-80.33715,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,60130620,60130620,60130620,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Nestle Purina Petcare Co,Clinton,IA,52732,6846,Manager,Male,370,"7,150","$57,712,452 ",Clinton,"25,000 to 49,999","Clinton, IA",41.82390174,-90.23928278,Pet Food & Supply Stores,Branch,,Yes,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",www.purina.com,No,1969,100,57712452,57712452,105093352,0,-45.08,370,370,260,0,42.31,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
H-E-B Foods,Pasadena,TX,77505,4027,Executive Officer,Female,300,"45,000","$57,643,800 ",Harris,"100,000 to 249,999",Houston-The Woodlands-Sugar La,29.648837,-95.144703,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.heb.com,No,1905,100,57643800,57643800,5764380,0,900,300,300,30,0,900,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Tampa,FL,33611,2607,Manager,Female,300,"190,000","$57,013,500 ",Hillsborough,"250,000 to 499,999",Tampa-St. Petersburg-Clearwate,27.894673,-82.503102,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,57013500,57013500,57013500,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Apollo Beach,FL,33572,1804,Manager,Male,300,"190,000","$57,013,500 ",Hillsborough,"Up to 24,999",Tampa-St. Petersburg-Clearwate,27.7713548,-82.3922188,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,57013500,57013500,57013500,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Bradley Caldwell Inc,Hazleton,PA,18202,1160,Chief Executive Officer,Male,335,,"$56,820,489 ",Luzerne,"25,000 to 49,999","Scranton--Wilkes-Barre, PA",40.97557402,-76.02725695,Pet Food & Supply Stores,,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,100 to 499,Private,No,"50,000 or more",www.bradleycaldwell.com,No,1930,100,56820489,56820489,137468925,0,-58.67,335,335,335,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Altamonte Springs,FL,32714,7094,Manager,Unknown,300,"190,000","$56,068,050 ",Seminole,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.682067,-81.417271,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,56068050,56068050,56068050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Ocoee,FL,34761,5300,Manager,Female,300,"190,000","$56,068,050 ",Orange,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.604419,-81.549501,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,56068050,56068050,56068050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Ocoee,FL,34761,7014,Manager,Female,300,"190,000","$56,068,050 ",Orange,"25,000 to 49,999","Orlando-Kissimmee-Sanford, FL",28.574911,-81.5162636,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,56068050,56068050,56068050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Orlando,FL,32806,5403,Manager,Male,300,"190,000","$56,068,050 ",Orange,"100,000 to 249,999","Orlando-Kissimmee-Sanford, FL",28.5107472,-81.3744489,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,56068050,56068050,56068050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Meijer,East Lansing,MI,48823,4525,Executive Officer,Male,311,"75,000","$55,741,898 ",Ingham,"25,000 to 49,999","Lansing-East Lansing, MI",42.73213387,-84.4716795,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.meijer.com,No,,97,55741898,55741898,55741898,0,0,311,311,311,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super 1 Foods,Lafayette,LA,70503,5233,Executive Officer,Male,330,"13,750","$55,321,431 ",Lafayette,"100,000 to 249,999","Lafayette, LA",30.1728008,-92.0657694,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.super1foods.com,No,,100,55321431,55321431,72410250,0,-23.6,330,330,330,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Marc's,Youngstown,OH,44514,1965,Manager,Female,330,"6,600","$54,999,978 ",Mahoning,"50,000 to 99,999","Youngstown-Warren-Boardman, OH",41.02662248,-80.62985509,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.marcs.com,No,2007,100,54999978,54999978,54999978,0,0,330,330,330,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Gainesville,FL,32606,6750,Manager,Male,300,"190,000","$54,727,230 ",Alachua,"100,000 to 249,999","Gainesville, FL",29.663814,-82.425125,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,54727230,54727230,54727230,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Gainesville,FL,32606,4483,Manager,Male,300,"190,000","$54,727,230 ",Alachua,"100,000 to 249,999","Gainesville, FL",29.7013364,-82.3905682,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,54727230,54727230,54727230,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Gainesville,FL,32606,7331,Office Manager,Female,300,"190,000","$54,727,230 ",Alachua,"100,000 to 249,999","Gainesville, FL",29.691746,-82.440108,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,54727230,0,0,0,0,300,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Myers,FL,33912,1586,Manager,Male,300,"190,000","$54,349,050 ",Lee,"50,000 to 99,999","Cape Coral-Fort Myers, FL",26.5449326,-81.8413942,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,54349050,54349050,54349050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Bonita Springs,FL,34135,6983,Manager,Female,300,"190,000","$54,349,050 ",Lee,"25,000 to 49,999","Cape Coral-Fort Myers, FL",26.3288845,-81.74024266,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,97,54349050,54349050,54349050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Fort Myers,FL,33912,312,Manager,Male,300,"190,000","$54,349,050 ",Lee,"50,000 to 99,999","Cape Coral-Fort Myers, FL",26.545116,-81.805269,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,54349050,54349050,54349050,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
ShopRite Supermarkets,Caldwell,NJ,7006,7497,Manager,Male,240,"54,500","$54,196,632 ",Essex,"Up to 24,999","New York-Newark-Jersey City, N",40.84825,-74.296847,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.shoprite.com,No,,100,54196632,0,0,0,0,240,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Lakeland,FL,33813,2181,Manager,Male,300,"190,000","$53,380,680 ",Polk,"50,000 to 99,999","Lakeland-Winter Haven, FL",27.977833,-81.956851,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.publix.com,No,,100,53380680,53380680,53380680,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Hy-Vee,Davenport,IA,52804,3329,Executive Officer,Male,300,"85,000","$52,183,110 ",Scott,"50,000 to 99,999","Davenport-Moline-Rock Island, ",41.53807287,-90.61196,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,100 to 499,Private,No,"50,000 or more",www.hy-vee.com,No,,97,52183110,52183110,52183110,0,0,300,300,300,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
